"","age","job","marital","education","default","balance","housing","loan","contact","day","month","duration","campaign","pdays","previous","poutcome","y"
"47",0.529411764705882,0.0909090909090909,0.5,0,0,0.0464154843559147,0,0,0.5,0.0333333333333333,0.272727272727273,0.0182058920887123,0.0408163265306122,0.00688073394495413,0.08,0.333333333333333,"no"
"54",0.220588235294118,0.818181818181818,0.5,0.666666666666667,0,0.0651266425954014,1,0,0,0.466666666666667,0.545454545454545,0.144654088050314,0,0.0653669724770642,0.04,0.333333333333333,"yes"
"55",0.5,0.0909090909090909,0.5,0.333333333333333,0,0.0744151085220333,1,0,0,0.433333333333333,0.454545454545455,0.0887123469049984,0.0408163265306122,0,0,1,"no"
"59",0.25,0.454545454545455,1,0.333333333333333,0,0.0458248882565335,1,1,1,0.833333333333333,0.727272727272727,0.102615028136379,0,0,0,1,"no"
"60",0.514705882352941,0.818181818181818,0,0.333333333333333,0,0.0549925504355646,1,1,1,0.466666666666667,0.727272727272727,0.190334326381993,0,0,0,1,"no"
"61",0.323529411764706,0.0909090909090909,0.5,0,0,0.0375431202265741,0,1,0.5,0.233333333333333,0.454545454545455,0.182058920887123,0.0408163265306122,0,0,1,"no"
"65",0.544117647058823,0,0.5,0.333333333333333,0,0.270949383229755,0,0,0,0.2,0.909090909090909,0.0724925521350546,0,0,0,1,"no"
"66",0.470588235294118,0.0909090909090909,0,0.333333333333333,0,0.0471939973960081,1,0,0,0.233333333333333,0.727272727272727,0.0430321085733201,0,0.196100917431193,0.2,0,"no"
"67",0.176470588235294,0.636363636363636,0.5,0.333333333333333,0,0.0490060536100187,1,0,0,0.9,0.363636363636364,0.0499834491890103,0,0,0,1,"no"
"69",0.323529411764706,0.363636363636364,0.5,0.333333333333333,0,0.0444692017556811,0,1,0,0.2,0.454545454545455,0.207216153591526,0.0408163265306122,0,0,1,"no"
"75",0.544117647058823,0.454545454545455,0.5,0.333333333333333,0,0.0490865894417525,1,0,1,0.466666666666667,0.727272727272727,0.0718305196954651,0,0,0,1,"no"
"81",0.117647058823529,0,0,0.333333333333333,0,0.0505228117743386,1,0,0,0.5,0.454545454545455,0.214498510427011,0,0,0,1,"yes"
"84",0.485294117647059,0.636363636363636,0.5,0.333333333333333,0,0.0532878753305325,0,0,0.5,0.2,0.454545454545455,0.130420390599139,0.0204081632653061,0.528669724770642,0.08,0,"yes"
"85",0.264705882352941,0.363636363636364,0.5,0.666666666666667,0,0.0621199715440061,0,0,0,0.966666666666667,0.545454545454545,0.0728235683548494,0,0,0,1,"yes"
"86",0.470588235294118,0.0909090909090909,0.5,0,0,0.0641467899759735,1,0,1,0.2,0.727272727272727,0.133068520357498,0.0204081632653061,0,0,1,"no"
"87",0.323529411764706,0.818181818181818,1,0.333333333333333,0,0.0562677011046832,0,1,0,0.2,0.454545454545455,0.0185369083085071,0.0612244897959184,0,0,1,"no"
"88",0.235294117647059,0.0909090909090909,1,0,0,0.0484020348720151,1,0,1,0.966666666666667,0.727272727272727,0.171135385633896,0.0204081632653061,0,0,1,"no"
"92",0.220588235294118,0.0909090909090909,0.5,0,0,0.0505765023288278,1,0,1,0.633333333333333,0.545454545454545,0.121813968884475,0.0408163265306122,0,0,1,"no"
"95",0.558823529411765,0.0909090909090909,0.5,0.333333333333333,0,0.23363444785976,0,0,0,0.333333333333333,0.0909090909090909,0.0751406818934128,0.0816326530612245,0,0,1,"no"
"100",0.176470588235294,0.909090909090909,1,0,0,0.0499187930363351,0,0,0,0.1,0.272727272727273,0.242303872889772,0,0,0,1,"yes"
"104",0.558823529411765,0.636363636363636,1,0,0,0.0951665078321096,1,0,0.5,0.4,0.727272727272727,0.020191989407481,0.0204081632653061,0,0,1,"no"
"107",0.264705882352941,0.0909090909090909,0.5,0.333333333333333,0,0.0502006684474034,1,1,1,0.266666666666667,0.545454545454545,0.121482952664681,0.0408163265306122,0,0,1,"no"
"110",0.117647058823529,0.272727272727273,0.5,0,0,0.0444692017556811,1,0,0,0.733333333333333,0.454545454545455,0.142667990731546,0.0408163265306122,0,0,1,"no"
"114",0.205882352941176,0.0909090909090909,1,0.333333333333333,0,0.0447644998053717,0,0,0,0.966666666666667,0.363636363636364,0.0238331678252234,0.0204081632653061,0.238532110091743,0.04,0,"no"
"115",0.0882352941176471,0.727272727272727,1,0.333333333333333,0,0.0489120951396626,0,0,0.5,0.833333333333333,0.0909090909090909,0.0549486924859318,0.0612244897959184,0,0,1,"yes"
"117",0.161764705882353,0.636363636363636,0.5,0.333333333333333,0,0.0687373323848002,1,0,0,0.566666666666667,0.727272727272727,0.0261502813637868,0.0204081632653061,0,0,1,"no"
"118",0.0441176470588235,0,1,0.333333333333333,0,0.099649669131958,0,1,0,0.6,0.0909090909090909,0.020191989407481,0,0,0,1,"no"
"130",0.852941176470588,0.454545454545455,0,0.666666666666667,0,0.107005275096979,0,0,0,0.433333333333333,0,0.0519695465077789,0,0,0,1,"yes"
"133",0.352941176470588,0.0909090909090909,0.5,1,1,0.0348720151407364,1,0,1,0.966666666666667,0.727272727272727,0.0208540218470705,0.0408163265306122,0,0,1,"no"
"134",0.426470588235294,0,0.5,1,0,0.0444692017556811,1,0,0,0.233333333333333,0.727272727272727,0.0268123138033764,0,0.193807339449541,0.08,0,"no"
"135",0.117647058823529,0.818181818181818,1,0.333333333333333,0,0.0547912108562301,1,0,1,0.266666666666667,0.727272727272727,0.103608076795763,0.0204081632653061,0,0,1,"no"
"136",0.205882352941176,0.363636363636364,1,0.666666666666667,0,0.0444692017556811,0,0,0,0.9,0.0909090909090909,0.0767957629923866,0.183673469387755,0,0,1,"no"
"141",0.191176470588235,0.363636363636364,0,0.666666666666667,0,0.0571938631696219,0,0,0,0.366666666666667,0.0909090909090909,0.066203243958954,0.0204081632653061,0,0,1,"no"
"143",0.544117647058823,0.636363636363636,0,1,0,0.0696634944497389,1,0,1,0.966666666666667,0.727272727272727,0.0271433300231711,0,0,0,1,"no"
"149",0.397058823529412,0,0.5,0.333333333333333,0,0.0468718540690729,1,0,0,0.933333333333333,0.363636363636364,0.0628930817610063,0.0612244897959184,0.501146788990826,0.04,0.333333333333333,"no"
"150",0.264705882352941,0.818181818181818,1,1,0,0.0497174534570006,1,0,1,0.233333333333333,0.727272727272727,0.0327706057596822,0.0408163265306122,0,0,1,"no"
"152",0.25,0.363636363636364,1,0.666666666666667,0,0.0504020080267379,1,1,0,0.933333333333333,0.454545454545455,0.0324395895398875,0.0408163265306122,0,0,1,"no"
"154",0.529411764705882,0.181818181818182,0.5,0.333333333333333,0,0.153246265150803,0,0,0,0.166666666666667,0.272727272727273,0.0691823899371069,0.0204081632653061,0,0,1,"no"
"157",0.529411764705882,0,0.5,0.333333333333333,0,0.052549630206306,0,0,0,0,0.545454545454545,0.105925190334326,0.0408163265306122,0.104357798165138,0.08,0.666666666666667,"yes"
"160",0.220588235294118,0.818181818181818,0.5,0.333333333333333,0,0.066495751734876,1,0,0,0.533333333333333,0,0.124462098642834,0,0,0,1,"no"
"163",0.323529411764706,0,1,0.333333333333333,0,0.0410330062683722,0,1,1,0.266666666666667,0.727272727272727,0.0102615028136379,0.0408163265306122,0,0,1,"no"
"164",0.352941176470588,0.636363636363636,0.5,0.333333333333333,0,0.0575965423282909,1,1,1,0.833333333333333,0.727272727272727,0.0258192651439921,0.0204081632653061,0,0,1,"no"
"168",0.382352941176471,0.0909090909090909,0,0.333333333333333,0,0.0615025301673803,1,0,0,0.933333333333333,0.363636363636364,0.18040383978815,0.0204081632653061,0,0,1,"no"
"170",0.191176470588235,0.0909090909090909,1,0.333333333333333,0,0.0598112777009705,1,1,0,0.3,0.454545454545455,0.135054617676266,0,0,0,1,"no"
"171",0.338235294117647,0.818181818181818,0.5,0.333333333333333,0,0.0844686648501362,0,0,1,0.633333333333333,0.545454545454545,0.0321085733200927,0.0408163265306122,0,0,1,"no"
"174",0.191176470588235,0,0.5,0.333333333333333,0,0.0583079421752728,1,0,0,0.533333333333333,0.454545454545455,0.0264812975835816,0,0,0,1,"no"
"178",0.264705882352941,0,0.5,0.333333333333333,0,0.046831586153206,1,0,0,0.133333333333333,0.727272727272727,0.0473353194306521,0.0204081632653061,0.399082568807339,0.04,0,"no"
"180",0.264705882352941,0,0.5,0.666666666666667,0,0.0444692017556811,1,0,0,0.533333333333333,0.818181818181818,0.020191989407481,0.0204081632653061,0.137614678899083,0.04,0,"no"
"182",0.191176470588235,0.636363636363636,1,0.333333333333333,0,0.0444692017556811,0,1,0,0.333333333333333,0.454545454545455,0.108904336312479,0.0204081632653061,0,0,1,"no"
"188",0.264705882352941,0.636363636363636,1,0.333333333333333,0,0.0447510771667494,1,0,0,0.0333333333333333,0.272727272727273,0.0304534922211188,0,0.311926605504587,0.08,0.333333333333333,"no"
"191",0.441176470588235,0.0909090909090909,0.5,0,0,0.0444692017556811,1,1,0.5,0.733333333333333,0.454545454545455,0.0307845084409136,0.102040816326531,0,0,1,"no"
"197",0.117647058823529,0.0909090909090909,1,0.333333333333333,0,0.119139340411538,1,0,1,0.966666666666667,0.727272727272727,0.142667990731546,0.0204081632653061,0,0,1,"no"
"198",0.279411764705882,0.636363636363636,0.5,0.333333333333333,0,0.0444826243943034,0,1,0,0.666666666666667,0.818181818181818,0.048990400529626,0.0204081632653061,0,0,1,"no"
"204",0.294117647058824,0.363636363636364,0,0.666666666666667,0,0.0621199715440061,1,0,0,0.6,0.818181818181818,0.441244620986428,0.0612244897959184,0.145642201834862,0.04,0,"no"
"208",0.147058823529412,0.818181818181818,0.5,0.333333333333333,0,0.0659320009127394,1,0,0,0.233333333333333,0.454545454545455,0.0367428003972195,0,0.0711009174311927,0.04,0,"no"
"209",0.279411764705882,0.636363636363636,1,0.333333333333333,0,0.0418383645857103,1,0,0,0.0333333333333333,0.272727272727273,0.0185369083085071,0,0.311926605504587,0.04,0,"no"
"211",0.25,0.818181818181818,1,0.333333333333333,0,0.167272922511107,1,0,0,0.4,0.0909090909090909,0.0453492221118835,0.0408163265306122,0,0,1,"no"
"219",0.441176470588235,0.0909090909090909,0.5,0,0,0.0485631065354827,1,1,0.5,0.3,0.454545454545455,0.274743462429659,0.183673469387755,0,0,1,"no"
"221",0.5,0.454545454545455,0.5,0.666666666666667,0,0.0441739037059905,1,0,0,1,0.454545454545455,0.00529625951671632,0.0408163265306122,0,0,1,"no"
"222",0.264705882352941,0.818181818181818,0.5,0.333333333333333,0,0.0985624354035516,1,0,1,0.833333333333333,0.727272727272727,0.05759682224429,0.0816326530612245,0,0,1,"no"
"225",0.514705882352941,0.363636363636364,0.5,0,0,0.0671668836659911,1,0,0,0.633333333333333,0.818181818181818,0.0602449520026481,0,0,0,1,"no"
"231",0.485294117647059,1,0.5,0.333333333333333,0,0.0463752164400478,0,0,0,0.8,0.0909090909090909,0.0357497517378352,0.102040816326531,0,0,1,"no"
"233",0.367647058823529,0.818181818181818,1,0.333333333333333,0,0.044912148830217,1,0,0,0.4,0.727272727272727,0.0632240979808011,0.0408163265306122,0.403669724770642,0.4,0,"no"
"243",0.367647058823529,0.363636363636364,0.5,0.666666666666667,0,0.0949651682527751,0,0,0,0.9,0.0909090909090909,0.0400529625951672,0.224489795918367,0,0,1,"no"
"244",0.117647058823529,0,0.5,0.333333333333333,0,0.0411538100159729,1,1,1,0.1,0.545454545454545,0.112545514730222,0.0204081632653061,0,0,1,"no"
"250",0.352941176470588,0.818181818181818,0.5,0.333333333333333,0,0.0444692017556811,0,1,0,0.233333333333333,0.727272727272727,0.00165508109897385,0.0204081632653061,0.198394495412844,0.2,0,"no"
"252",0.191176470588235,0.363636363636364,0.5,0.666666666666667,0,0.0759989798794647,0,0,0,0.433333333333333,0.0909090909090909,0.0430321085733201,0.0816326530612245,0,0,1,"no"
"253",0.529411764705882,0.0909090909090909,0,0,0,0.0499724835908243,0,1,0,0.333333333333333,0.454545454545455,0.0718305196954651,0.0204081632653061,0,0,1,"no"
"254",0.573529411764706,0.454545454545455,0.5,0,0,0.0901195957101247,1,0,0,0.0666666666666667,0.272727272727273,0.0264812975835816,0.0408163265306122,0.305045871559633,0.08,0,"no"
"257",0.220588235294118,0.363636363636364,0.5,0.666666666666667,0,0.0500395967839358,0,1,0,0.733333333333333,0.454545454545455,0.118172790466733,0.0204081632653061,0,0,1,"no"
"268",0.205882352941176,0.818181818181818,0.5,0.666666666666667,0,0.0312076347968484,1,1,0,0.466666666666667,0.454545454545455,0.0261502813637868,0.0408163265306122,0,0,1,"no"
"269",0.279411764705882,0,1,0.333333333333333,0,0.0565764217929961,1,0,0.5,1,0.454545454545455,0.0178748758689176,0.244897959183673,0,0,1,"no"
"274",0.235294117647059,0.545454545454545,0.5,0.333333333333333,0,0.0515026643937665,1,0,0,0.666666666666667,0.818181818181818,0.15888778550149,0.0612244897959184,0,0,1,"no"
"284",0.338235294117647,0,0,0.333333333333333,0,0.0453148279888861,0,0,1,0.5,0.727272727272727,0.0278053624627607,0.102040816326531,0,0,1,"no"
"285",0.308823529411765,0.727272727272727,0.5,0.333333333333333,0,0.0479590877974792,0,0,1,0.633333333333333,0.545454545454545,0.0638861304203906,0.102040816326531,0,0,1,"no"
"296",0.441176470588235,0.181818181818182,0,1,1,0.0350599320814486,1,0,0,0.966666666666667,0.454545454545455,0.325719960278054,0.0204081632653061,0,0,1,"yes"
"297",0.147058823529412,0.363636363636364,0.5,0.666666666666667,0,0.0505228117743386,0,0,0,0.9,0.363636363636364,0.147964250248262,0,0,0,1,"no"
"311",0.441176470588235,0.0909090909090909,0.5,0.333333333333333,0,0.159165648783238,1,1,0,0.166666666666667,0.727272727272727,0.0645481628599801,0.122448979591837,0.192660550458716,0.04,0,"no"
"312",0.529411764705882,0.363636363636364,0.5,1,0,0.051972456745547,0,0,0,0.9,0.363636363636364,0.0883813306852036,0.0204081632653061,0,0,1,"no"
"313",0.352941176470588,0.0909090909090909,1,0,0,0.0444960470329257,1,0,0,0.966666666666667,0.454545454545455,0.257861635220126,0.0408163265306122,0,0,1,"no"
"314",0.352941176470588,0.363636363636364,0.5,0.666666666666667,0,0.0444960470329257,0,1,0,0.633333333333333,0.0909090909090909,0.154915590863952,0.0204081632653061,0,0,1,"no"
"316",0.161764705882353,0.0909090909090909,0.5,0,0,0.0621468168212507,1,0,1,0.666666666666667,0.727272727272727,0.129427341939755,0.0204081632653061,0,0,1,"no"
"318",0.455882352941176,0,0.5,0,0,0.048173850015436,0,1,1,0.533333333333333,0.545454545454545,0.210857332009268,0.102040816326531,0,0,1,"no"
"320",0.102941176470588,0.909090909090909,1,0.333333333333333,0,0.0587508892498087,0,0,1,1,0.727272727272727,0.0360807679576299,0,0,0,1,"no"
"329",0.235294117647059,0.909090909090909,0.5,0.333333333333333,0,0.0575965423282909,0,0,0,0.933333333333333,0.181818181818182,0.452168156239656,0.0408163265306122,0.240825688073394,0.12,0.666666666666667,"yes"
"330",0.426470588235294,0,1,0.333333333333333,0,0.0599052361713266,1,0,1,0.9,0.727272727272727,0.116848725587554,0,0,0,1,"no"
"331",0.264705882352941,0,0.5,0.333333333333333,0,0.0460933410289795,0,0,0,0.7,0.454545454545455,0.00595829195630586,0.102040816326531,0,0,1,"no"
"336",0.411764705882353,0.363636363636364,0,0.666666666666667,0,0.0504691212198494,0,1,1,0.2,0.727272727272727,0.0403839788149619,0,0,0,1,"no"
"338",0.205882352941176,0.363636363636364,1,0.666666666666667,0,0.0633951222131247,1,0,0,0.133333333333333,0.272727272727273,0.00132406487917908,0,0.29243119266055,0.2,0,"no"
"353",0.294117647058824,0.363636363636364,0.5,0.666666666666667,0,0.0482006952926806,0,1,0,0.9,0.454545454545455,0.0185369083085071,0.0408163265306122,0,0,1,"no"
"356",0.161764705882353,0.636363636363636,1,0.333333333333333,0,0.0472745332277419,1,0,1,0.166666666666667,0.727272727272727,0.00860642171466402,0.0204081632653061,0,0,1,"no"
"357",0.397058823529412,0.636363636363636,0.5,0.333333333333333,0,0.0481067368223245,1,0,1,0.5,0.727272727272727,0.0430321085733201,0.0612244897959184,0,0,1,"no"
"358",0.117647058823529,0.363636363636364,1,1,0,0.0873679547925531,0,0,0,0.266666666666667,0.272727272727273,0.00198609731876862,0.0204081632653061,0,0,1,"no"
"366",0.0588235294117647,0.727272727272727,1,0.333333333333333,0,0.0549388598810754,0,0,0,0.5,1,0.0870572658060245,0,0,0,1,"no"
"367",0.279411764705882,0.818181818181818,1,0.333333333333333,0,0.0444692017556811,1,0,0,0.2,0,0.0635551142005958,0.0204081632653061,0,0,1,"no"
"369",0.602941176470588,0.818181818181818,1,0,0,0.195634957920028,0,0,0,0.833333333333333,0.0909090909090909,0.105594174114532,0,0,0,1,"yes"
"370",0.161764705882353,0.181818181818182,0.5,0.333333333333333,0,0.0571670178923773,1,0,0,0.6,0.818181818181818,0.351208209202251,0,0.211009174311927,0.04,0.333333333333333,"no"
"373",0.279411764705882,0.636363636363636,0.5,0.333333333333333,0,0.0425900323485591,0,0,1,0.8,0.545454545454545,0.149619331347236,0.0408163265306122,0,0,1,"no"
"375",0.338235294117647,0,0.5,0.333333333333333,0,0.0391538368612502,1,0,0,0.333333333333333,0.727272727272727,0.0251572327044025,0,0.354357798165138,0.16,0,"no"
"376",0.161764705882353,0.636363636363636,1,0.333333333333333,0,0.0444692017556811,1,0,0,0.566666666666667,0.727272727272727,0.0420390599139358,0.102040816326531,0.41743119266055,0.36,0,"no"
"380",0.117647058823529,0.636363636363636,1,0.333333333333333,0,0.0507509966309177,1,0,0,0.4,0.727272727272727,0.0347567030784508,0,0,0,1,"no"
"382",0.294117647058824,0.0909090909090909,0.5,0,0,0.094200077851304,1,0,1,0.5,0.545454545454545,0.0241641840450182,0,0,0,1,"no"
"388",0.426470588235294,0.818181818181818,0.5,0.333333333333333,0,0.0485228386196158,1,0,1,0.833333333333333,0.727272727272727,0.0675273088381331,0.0408163265306122,0,0,1,"no"
"389",0.191176470588235,0.0909090909090909,0.5,0.333333333333333,0,0.057958953571093,0,0,0,0.366666666666667,0.727272727272727,0.0698444223766965,0,0,0,1,"no"
"393",0.661764705882353,0.454545454545455,0.5,1,0,0.0837035744486651,0,0,0,0.366666666666667,0.636363636363636,0.0383978814961933,0,0,0,1,"no"
"394",0.235294117647059,0.818181818181818,0.5,0.333333333333333,0,0.0444692017556811,0,0,0,0.866666666666667,0.0909090909090909,0.0337636544190665,0.0612244897959184,0,0,1,"no"
"401",0.235294117647059,0.818181818181818,0,0.666666666666667,0,0.105072415135367,1,0,0,0.6,0.818181818181818,0.0311155246607084,0.0204081632653061,0,0,1,"no"
"410",0.514705882352941,0,0.5,0.333333333333333,0,0.0444692017556811,0,0,0,0.9,0.363636363636364,0.0519695465077789,0,0.113532110091743,0.08,0,"yes"
"412",0.220588235294118,0.0909090909090909,1,0.333333333333333,0,0.046965812539429,0,0,0,0.0333333333333333,0.272727272727273,0.111883482290632,0,0,0,1,"no"
"416",0.441176470588235,0.363636363636364,0,0.666666666666667,0,0.0546032939155179,0,0,0,1,0.454545454545455,0.399867593512082,0.0612244897959184,0,0,1,"yes"
"420",0.397058823529412,0.818181818181818,0.5,0.333333333333333,0,0.0622139300143622,1,1,0,0.6,0.818181818181818,0.168818272095333,0,0,0,1,"no"
"421",0.338235294117647,0,0,0.333333333333333,0,0.0589119609132763,1,0,1,0.433333333333333,0.727272727272727,0.0691823899371069,0,0,0,1,"no"
"422",0.264705882352941,0.363636363636364,0.5,0.666666666666667,0,0.0512073663440759,1,0,0,0.2,0.727272727272727,0.181065872227739,0,0.403669724770642,0.04,0,"no"
"427",0.25,0.0909090909090909,0.5,0,0,0.0575294291351794,1,1,1,0.733333333333333,0.727272727272727,0.0956636875206885,0,0,0,1,"no"
"428",0.102941176470588,0.818181818181818,0.5,0.666666666666667,0,0.0958107944859801,1,0,1,0.4,0.727272727272727,0.0340946706388613,0,0,0,1,"no"
"434",0.352941176470588,0.0909090909090909,0.5,0.333333333333333,0,0.0462141447765802,0,0,0,0.133333333333333,0.727272727272727,0.050314465408805,0,0.387614678899083,0.12,0,"no"
"437",0.176470588235294,0.545454545454545,0.5,0.666666666666667,0,0.0479456651588569,1,0,0,0.2,0.727272727272727,0.0142336974511751,0,0,0,1,"no"
"439",0.25,0.363636363636364,0.5,0.333333333333333,0,0.0531133810284426,1,0,0,0.566666666666667,0.818181818181818,0.0165508109897385,0.0204081632653061,0,0,1,"no"
"440",0.367647058823529,0.363636363636364,0.5,0.666666666666667,0,0.0447644998053717,1,0,0,0.166666666666667,0.0909090909090909,0.086395233366435,0.0204081632653061,0,0,1,"no"
"441",0.264705882352941,0,0,0.666666666666667,0,0.10222681574744,1,0,1,0.733333333333333,0.727272727272727,0.0542866600463423,0,0,0,1,"no"
"443",0.338235294117647,0.818181818181818,1,0.333333333333333,0,0.0481604273768137,0,0,0,0.833333333333333,0.0909090909090909,0.00893743793445879,0.142857142857143,0,0,1,"no"
"446",0.0735294117647059,0.0909090909090909,0.5,0.333333333333333,0,0.0608716661521322,1,0,0,0.633333333333333,0,0.120820920225091,0,0,0,1,"no"
"453",0.117647058823529,0.818181818181818,0.5,0.333333333333333,0,0.0656367028630488,1,1,1,0.9,0.727272727272727,0.0867262495862297,0.0204081632653061,0,0,1,"no"
"454",0.191176470588235,0.0909090909090909,0.5,0.333333333333333,0,0.0449255714688393,1,0,0,0.133333333333333,0.727272727272727,0.104932141674942,0.0204081632653061,0,0,1,"no"
"462",0.455882352941176,0.0909090909090909,0.5,0.333333333333333,0,0.0482678084857921,1,0,0,0.2,0.0909090909090909,0.0734856007944389,0.0408163265306122,0,0,1,"no"
"463",0.382352941176471,0.363636363636364,0,0.666666666666667,0,0.0444692017556811,0,0,1,0,0.545454545454545,0.00033101621979477,0,0,0,1,"no"
"467",0.220588235294118,0.545454545454545,0.5,0.333333333333333,0,0.03950282546543,1,0,1,0.666666666666667,0.727272727272727,0.246276067527309,0,0,0,1,"no"
"470",0.25,0.0909090909090909,1,0,0,0.0620931262667615,1,0,1,0.633333333333333,0.545454545454545,0.00132406487917908,0.183673469387755,0,0,1,"no"
"473",0.279411764705882,0.181818181818182,0.5,0.333333333333333,1,0.0446705413350156,1,0,0,0.3,0.454545454545455,0.0387288977159881,0,0,0,1,"no"
"480",0.514705882352941,0.0909090909090909,0.5,0.333333333333333,0,0.0643347069166857,1,0,1,0.433333333333333,0.727272727272727,0.0344256868586561,0,0,0,1,"no"
"485",0.514705882352941,0.363636363636364,0.5,0.666666666666667,0,0.0452074468799077,1,0,0,0.0333333333333333,0.545454545454545,0.0357497517378352,0.0204081632653061,0,0,1,"no"
"487",0.529411764705882,0.636363636363636,0,0.333333333333333,1,0.0390464557522718,1,0,0,0.7,0.454545454545455,0.164846077457795,0.0408163265306122,0,0,1,"no"
"490",0.205882352941176,0.363636363636364,0.5,0.666666666666667,0,0.0530731131125757,1,0,0,0.4,0.0909090909090909,0.113538563389606,0.0204081632653061,0,0,1,"no"
"496",0.426470588235294,0.363636363636364,0,0.666666666666667,0,0.062294465846096,1,0,1,0.166666666666667,0.727272727272727,0.110890433631248,0,0,0,1,"no"
"497",0.455882352941176,0.272727272727273,0.5,0.333333333333333,0,0.142682648555053,1,0,0,0.4,0.727272727272727,0.0556107249255213,0,0.42545871559633,0.04,0,"no"
"500",0.338235294117647,0.363636363636364,1,0.666666666666667,0,0.0513818606461658,1,0,0,0.6,0.818181818181818,0.164515061238001,0.0204081632653061,0,0,1,"no"
"501",0.191176470588235,0.363636363636364,1,0.666666666666667,0,0.213688406867022,0,0,0,0.433333333333333,0.0909090909090909,0.0658722277391592,0.0816326530612245,0.0974770642201835,0.04,0,"no"
"503",0.176470588235294,0.363636363636364,0.5,0.666666666666667,0,0.044643696057771,0,0,0,0.9,0.0909090909090909,0.0350877192982456,0.0816326530612245,0,0,1,"no"
"516",0.382352941176471,0.909090909090909,0,0,0,0.0546301391927625,0,0,0,0.633333333333333,0,0.0327706057596822,0,0.373853211009174,0.16,0,"no"
"518",0.25,0.0909090909090909,0.5,0,0,0.0703077811036093,1,0,0,0.633333333333333,0,0.297914597815293,0.0204081632653061,0,0,1,"yes"
"520",0.617647058823529,0.454545454545455,0.5,0.333333333333333,0,0.114360881061999,0,0,0,0.333333333333333,1,0.109897384971864,0,0.0940366972477064,0.08,0.333333333333333,"no"
"522",0.455882352941176,0.181818181818182,0.5,0.333333333333333,0,0.0533952564395109,0,0,0.5,0.533333333333333,0.818181818181818,0.0774577954319762,0,0,0,1,"no"
"523",0.352941176470588,0,0,0.333333333333333,0,0.0543751090589388,1,0,0,0.666666666666667,0.818181818181818,0.192320423700761,0.0612244897959184,0.220183486238532,0.16,0,"no"
"525",0.382352941176471,0.636363636363636,0.5,0.333333333333333,0,0.0332076079515711,1,0,1,0.9,0.727272727272727,0.0211850380668653,0,0,0,1,"no"
"533",0.220588235294118,0,1,0.333333333333333,0,0.0533684111622663,1,0,0,0.633333333333333,0,0.0354187355180404,0,0,0,1,"no"
"535",0.147058823529412,0.0909090909090909,0.5,0.333333333333333,0,0.0446705413350156,0,0,0,0.0666666666666667,0.545454545454545,0.0436941410129096,0,0,0,1,"no"
"544",0.426470588235294,0.0909090909090909,0.5,0.333333333333333,0,0.0465765560193823,1,0,1,0.166666666666667,0.727272727272727,0.0228401191658391,0,0,0,1,"no"
"547",0.411764705882353,0.545454545454545,0.5,0.333333333333333,1,0.0444960470329257,0,0,0,0.133333333333333,0.272727272727273,0.0767957629923866,0.0204081632653061,0,0,1,"no"
"553",0.647058823529412,0.454545454545455,0.5,0.333333333333333,0,0.0813411900511403,0,0,0,0.333333333333333,1,0.0360807679576299,0,0.0928899082568807,0.04,0,"no"
"564",0.455882352941176,0.818181818181818,0.5,0.333333333333333,0,0.0779855303955652,1,0,0,0.666666666666667,0.818181818181818,0.0102615028136379,0,0.202981651376147,0.04,0,"no"
