"","age","job","marital","education","default","balance","housing","loan","contact","day","month","duration","campaign","pdays","previous","poutcome","y"
"43",0.545454545454545,0.0909090909090909,0.5,1,0,0.0737475714052258,1,0,1,0.133333333333333,0.727272727272727,0.00447336315575437,0,0,0,1,"no"
"44",0.467532467532468,0.454545454545455,0.5,0.333333333333333,0,0.0776060864670528,1,0,1,0.133333333333333,0.727272727272727,0.303375355835706,0,0,0,1,"no"
"46",0.233766233766234,0,1,0,0,0.0712508851887495,1,0,1,0.133333333333333,0.727272727272727,0.0492069947132981,0,0,0,1,"no"
"53",0.181818181818182,0.363636363636364,0.5,0.666666666666667,0,0.0728033700724493,1,0,1,0.133333333333333,0.727272727272727,0.0363969093127288,0,0,0,1,"no"
"55",0.0779220779220779,0.818181818181818,1,0.333333333333333,0,0.0718682475986418,1,1,1,0.133333333333333,0.727272727272727,0.0294835298901993,0,0,0,1,"no"
"56",0.25974025974026,0.181818181818182,1,0.666666666666667,0,0.0750095328019175,0,1,1,0.133333333333333,0.727272727272727,0.0353802358682391,0,0,0,1,"no"
"69",0.480519480519481,0.818181818181818,0.5,0.333333333333333,0,0.0837433951301001,1,0,1,0.133333333333333,0.727272727272727,0.0321268808458723,0.0161290322580645,0,0,1,"no"
"71",0.506493506493506,0.0909090909090909,0.5,0.333333333333333,0,0.126686398053493,1,1,1,0.133333333333333,0.727272727272727,0.0524603497356649,0,0,0,1,"no"
"79",0.402597402597403,0.636363636363636,0,0.333333333333333,0,0.0728033700724493,1,1,1,0.133333333333333,0.727272727272727,0.0553070353802359,0,0,0,1,"no"
"81",0.350649350649351,0,1,0.333333333333333,0,0.0746736150200643,1,0,1,0.133333333333333,0.727272727272727,0.0392435949572997,0,0,0,1,"no"
"82",0.376623376623377,0.636363636363636,0,0.333333333333333,0,0.0742923029433661,0,0,1,0.133333333333333,0.727272727272727,0.0431069540463603,0,0,0,1,"no"
"86",0.428571428571429,0.0909090909090909,0.5,0,0,0.0743740126740871,1,0,1,0.133333333333333,0.727272727272727,0.107564050427003,0.0161290322580645,0,0,1,"no"
"89",0.363636363636364,0.363636363636364,0,0.333333333333333,0,0.0729486318159534,1,1,1,0.133333333333333,0.727272727272727,0.0382269215128101,0.0161290322580645,0,0,1,"no"
"92",0.155844155844156,0.818181818181818,0.5,0.333333333333333,0,0.074183356635738,1,1,1,0.133333333333333,0.727272727272727,0.0433102887352582,0.0161290322580645,0,0,1,"no"
"95",0.506493506493506,0.181818181818182,0,0.333333333333333,0,0.0724674522905961,0,0,1,0.133333333333333,0.727272727272727,0.0351769011793412,0,0,0,1,"no"
"98",0.545454545454545,0.454545454545455,0.5,0.666666666666667,0,0.0735387576489387,1,0,1,0.133333333333333,0.727272727272727,0.0205368035786905,0,0,0,1,"no"
"113",0.493506493506494,0.545454545454545,0.5,0,0,0.0724946888675031,1,1,1,0.133333333333333,0.727272727272727,0.0431069540463603,0.0161290322580645,0,0,1,"no"
"120",0.506493506493506,0.818181818181818,0.5,0,0,0.0728033700724493,0,0,1,0.133333333333333,0.727272727272727,0.0199267995119967,0,0,0,1,"no"
"123",0.207792207792208,0,0.5,1,0,0.0728306066493563,1,0,1,0.133333333333333,0.727272727272727,0.0244001626677511,0.032258064516129,0,0,1,"no"
"134",0.480519480519481,0,1,0.333333333333333,0,0.0800846149655911,1,1,1,0.133333333333333,0.727272727272727,0.0203334688897926,0.0161290322580645,0,0,1,"no"
"136",0.0649350649350649,0.0909090909090909,0.5,0.333333333333333,0,0.0736567828155357,1,0,1,0.133333333333333,0.727272727272727,0.0392435949572997,0,0,0,1,"no"
"137",0.181818181818182,0.818181818181818,1,0.333333333333333,0,0.0728033700724493,1,0,1,0.133333333333333,0.727272727272727,0.0276535176901179,0,0,0,1,"no"
"149",0.324675324675325,0.636363636363636,0.5,0,0,0.0728306066493563,1,0,1,0.133333333333333,0.727272727272727,0.0378202521350142,0.0161290322580645,0,0,1,"no"
"151",0.428571428571429,0.0909090909090909,0.5,1,0,0.0726308717520382,1,0,1,0.133333333333333,0.727272727272727,0.0331435542903619,0.0161290322580645,0,0,1,"no"
"155",0.415584415584416,0.818181818181818,0.5,0,0,0.074065331469141,0,0,1,0.133333333333333,0.727272727272727,0.0231801545343636,0.0161290322580645,0,0,1,"no"
"159",0.441558441558442,0.0909090909090909,0.5,0.333333333333333,0,0.079903037786211,1,0,1,0.133333333333333,0.727272727272727,0.0189101260675071,0.032258064516129,0,0,1,"no"
"160",0.38961038961039,0.0909090909090909,0.5,0.333333333333333,0,0.0810106585804296,1,0,1,0.133333333333333,0.727272727272727,0.0260268401789345,0.0161290322580645,0,0,1,"no"
"165",0.350649350649351,0.818181818181818,0.5,0.333333333333333,0,0.0735841519437837,1,0,1,0.133333333333333,0.727272727272727,0.05490036600244,0,0,0,1,"no"
"168",0.467532467532468,0.818181818181818,0.5,0.333333333333333,0,0.0853140377317379,1,0,1,0.133333333333333,0.727272727272727,0.0488003253355022,0,0,0,1,"no"
"173",0.454545454545455,0.181818181818182,0.5,1,0,0.0729758683928604,1,0,1,0.133333333333333,0.727272727272727,0.0512403416022773,0,0,0,1,"no"
"183",0.220779220779221,0.636363636363636,0.5,0.333333333333333,0,0.0733390227516206,1,0,1,0.133333333333333,0.727272727272727,0.218991459943066,0,0,0,1,"no"
"195",0.207792207792208,0.0909090909090909,0.5,0.333333333333333,0,0.0750095328019175,1,0,1,0.133333333333333,0.727272727272727,0.0591703944692965,0,0,0,1,"no"
"198",0.415584415584416,0.818181818181818,0,0.666666666666667,0,0.0743740126740871,0,1,1,0.133333333333333,0.727272727272727,0.0199267995119967,0,0,0,1,"no"
"199",0.324675324675325,0.363636363636364,0.5,0.666666666666667,0,0.0764349136600512,1,0,1,0.133333333333333,0.727272727272727,0.0520536803578691,0,0,0,1,"no"
"204",0.220779220779221,0.727272727272727,1,1,0,0.0755088700452127,1,0,1,0.133333333333333,0.727272727272727,0.124237494916633,0.0161290322580645,0,0,1,"no"
"205",0.220779220779221,0.636363636363636,0.5,0.333333333333333,0,0.0728033700724493,1,0,1,0.133333333333333,0.727272727272727,0.0957706384709231,0,0,0,1,"no"
"208",0.298701298701299,0.363636363636364,0.5,0.666666666666667,0,0.0774971401594248,1,0,1,0.133333333333333,0.727272727272727,0.0510370069133794,0,0,0,1,"no"
"209",0.272727272727273,0.636363636363636,1,1,0,0.0751366368274835,1,0,1,0.133333333333333,0.727272727272727,0.0829605530703538,0,0,0,1,"no"
"210",0.311688311688312,0.454545454545455,0.5,0.333333333333333,0,0.0733117861747136,1,0,1,0.133333333333333,0.727272727272727,0.0437169581130541,0,0,0,1,"no"
"211",0.25974025974026,0.0909090909090909,0.5,0.333333333333333,0,0.0692626150745374,1,0,1,0.133333333333333,0.727272727272727,0.0583570557137048,0,0,0,1,"no"
"215",0.467532467532468,0.0909090909090909,0.5,0,0,0.0724311368547201,1,0,1,0.133333333333333,0.727272727272727,0.0585603904026027,0,0,0,1,"no"
"216",0.285714285714286,0.818181818181818,0.5,0.666666666666667,0,0.0771884589544786,1,0,1,0.133333333333333,0.727272727272727,0.0341602277348516,0,0,0,1,"no"
"218",0.454545454545455,0.909090909090909,0.5,1,0,0.0729213952390464,0,0,1,0.133333333333333,0.727272727272727,0.0833672224481497,0.032258064516129,0,0,1,"no"
"219",0.363636363636364,0.272727272727273,0.5,0,0,0.0815644689775389,0,0,1,0.133333333333333,0.727272727272727,0.0359902399349329,0,0,0,1,"no"
"223",0.220779220779221,0.181818181818182,0,0.333333333333333,0,0.072176928803588,1,0,1,0.133333333333333,0.727272727272727,0.0610004066693778,0,0,0,1,"no"
"225",0.324675324675325,0.818181818181818,0,1,0,0.0746645361610953,1,0,1,0.133333333333333,0.727272727272727,0.288531923546157,0,0,0,1,"no"
"234",0.454545454545455,0.0909090909090909,0.5,1,0,0.089390445408821,0,0,1,0.133333333333333,0.727272727272727,0.024603497356649,0,0,0,1,"no"
"235",0.480519480519481,0.0909090909090909,0.5,0,0,0.0784958146460153,1,0,1,0.133333333333333,0.727272727272727,0.0502236681577877,0,0,0,1,"no"
"241",0.363636363636364,0.818181818181818,0.5,0.333333333333333,0,0.075971891852632,1,1,1,0.133333333333333,0.727272727272727,0.0258235054900366,0,0,0,1,"no"
"249",0.272727272727273,0.0909090909090909,0.5,0.333333333333333,0,0.0771884589544786,1,0,1,0.133333333333333,0.727272727272727,0.0573403822692151,0,0,0,1,"no"
"251",0.402597402597403,0,0.5,0.333333333333333,0,0.0766891217111833,1,0,1,0.133333333333333,0.727272727272727,0.0101667344448963,0,0,0,1,"no"
"255",0.415584415584416,0.363636363636364,1,0.666666666666667,0,0.0754997911862437,1,0,1,0.133333333333333,0.727272727272727,0.0241968279788532,0,0,0,1,"no"
"256",0.272727272727273,0.0909090909090909,0.5,0,0,0.0753363717248016,1,0,1,0.133333333333333,0.727272727272727,0.0734038226921513,0,0,0,1,"no"
"257",0.532467532467532,0.181818181818182,0,0.333333333333333,0,0.0809834220035226,1,0,1,0.133333333333333,0.727272727272727,0.0148434322895486,0.032258064516129,0,0,1,"no"
"259",0.233766233766234,0.636363636363636,0.5,0.333333333333333,0,0.074101646905017,1,1,1,0.133333333333333,0.727272727272727,0.0711671411142741,0,0,0,1,"no"
"261",0.454545454545455,0.0909090909090909,0.5,0.333333333333333,0,0.0734388902002796,1,0,1,0.133333333333333,0.727272727272727,0.124237494916633,0.0161290322580645,0,0,1,"no"
"263",0.246753246753247,0.818181818181818,0.5,0.333333333333333,0,0.0753000562889256,1,0,1,0.133333333333333,0.727272727272727,0.0268401789345262,0,0,0,1,"no"
"266",0.155844155844156,0.727272727272727,1,0.666666666666667,0,0.0730303415466744,1,0,1,0.133333333333333,0.727272727272727,0.0180967873119154,0.0161290322580645,0,0,1,"no"
"272",0.285714285714286,0.0909090909090909,0,0,0,0.0728033700724493,1,0,1,0.133333333333333,0.727272727272727,0.195607970719805,0,0,0,1,"no"
"275",0.246753246753247,0,0.5,0.333333333333333,0,0.0745283532765602,1,0,1,0.133333333333333,0.727272727272727,0.0187067913786092,0.0161290322580645,0,0,1,"no"
"281",0.415584415584416,0.0909090909090909,0.5,0,0,0.0733571804695586,1,0,1,0.133333333333333,0.727272727272727,0.126270841805612,0.032258064516129,0,0,1,"no"
"285",0.155844155844156,0.0909090909090909,1,0.333333333333333,0,0.0728033700724493,1,0,1,0.133333333333333,0.727272727272727,0.00101667344448963,0.0161290322580645,0,0,1,"no"
"291",0.246753246753247,0.363636363636364,0.5,0.666666666666667,0,0.0733299438926516,1,0,1,0.133333333333333,0.727272727272727,0.0199267995119967,0.0161290322580645,0,0,1,"no"
"293",0.0779220779220779,0.727272727272727,1,0.333333333333333,0,0.0766437274163383,1,0,1,0.133333333333333,0.727272727272727,0.0459536396909313,0.032258064516129,0,0,1,"no"
"294",0.467532467532468,0.363636363636364,0.5,0.666666666666667,0,0.0728033700724493,0,0,1,0.133333333333333,0.727272727272727,0.0244001626677511,0.0161290322580645,0,0,1,"no"
"299",0.311688311688312,0.0909090909090909,0,0,0,0.0730575781235814,1,0,1,0.133333333333333,0.727272727272727,0.0256201708011387,0.032258064516129,0,0,1,"no"
"300",0.506493506493506,0.818181818181818,0.5,0.333333333333333,0,0.0799938263759011,1,0,1,0.133333333333333,0.727272727272727,0.0132167547783652,0.0161290322580645,0,0,1,"no"
"302",0.428571428571429,0,0.5,0.333333333333333,0,0.0776242441849908,1,0,1,0.133333333333333,0.727272727272727,0.0542903619357462,0.0161290322580645,0,0,1,"no"
"304",0.233766233766234,0.636363636363636,1,0.333333333333333,0,0.0733662593285276,1,0,1,0.133333333333333,0.727272727272727,0.0437169581130541,0.0161290322580645,0,0,1,"no"
"305",0.454545454545455,0.636363636363636,0.5,1,0,0.0751366368274835,1,0,1,0.133333333333333,0.727272727272727,0.0424969499796665,0.0161290322580645,0,0,1,"no"
"308",0.480519480519481,0.0909090909090909,0.5,0.333333333333333,0,0.0736113885206907,1,0,1,0.133333333333333,0.727272727272727,0.0215534770231802,0.032258064516129,0,0,1,"no"
"309",0.337662337662338,0.0909090909090909,0.5,0.333333333333333,0,0.0739745428794509,1,1,1,0.133333333333333,0.727272727272727,0.038430256201708,0.0161290322580645,0,0,1,"no"
"310",0.324675324675325,0.363636363636364,0.5,1,0,0.0728033700724493,1,0,1,0.133333333333333,0.727272727272727,0.0213501423342822,0.0161290322580645,0,0,1,"no"
"314",0.246753246753247,0.636363636363636,0,0.333333333333333,0,0.0764167559421132,1,1,1,0.133333333333333,0.727272727272727,0.0435136234241562,0.0161290322580645,0,0,1,"no"
"321",0.428571428571429,0.0909090909090909,0.5,0.333333333333333,0,0.0728033700724493,1,0,1,0.133333333333333,0.727272727272727,0.0351769011793412,0.0161290322580645,0,0,1,"no"
"322",0.402597402597403,0.0909090909090909,0.5,1,0,0.0764621502369582,1,0,1,0.133333333333333,0.727272727272727,0.0490036600244002,0.0161290322580645,0,0,1,"no"
"330",0.298701298701299,0.0909090909090909,0.5,0.333333333333333,0,0.0754362391734607,1,0,1,0.133333333333333,0.727272727272727,0.0488003253355022,0.0161290322580645,0,0,1,"no"
"334",0.519480519480519,0.363636363636364,1,0.666666666666667,0,0.0853957474624589,1,0,1,0.133333333333333,0.727272727272727,0.0353802358682391,0.0645161290322581,0,0,1,"no"
"338",0.454545454545455,0.818181818181818,0.5,0.333333333333333,0,0.0733117861747136,1,1,1,0.133333333333333,0.727272727272727,0.0309068727124848,0.0161290322580645,0,0,1,"no"
"339",0.428571428571429,0,1,0.333333333333333,1,0.0727852123545113,0,0,1,0.133333333333333,0.727272727272727,0.0817405449369663,0.032258064516129,0,0,1,"no"
"343",0.285714285714286,0.0909090909090909,0,0.333333333333333,0,0.0697801100357707,1,0,1,0.133333333333333,0.727272727272727,0.0372102480683205,0.0161290322580645,0,0,1,"no"
"347",0.350649350649351,0.818181818181818,0.5,0.333333333333333,0,0.0732028398670855,1,0,1,0.133333333333333,0.727272727272727,0.019316795445303,0.0483870967741935,0,0,1,"no"
"348",0.272727272727273,0.0909090909090909,0.5,0,0,0.0718954841755488,1,0,1,0.133333333333333,0.727272727272727,0.13826758845059,0.0161290322580645,0,0,1,"no"
"349",0.337662337662338,0.636363636363636,0.5,0.666666666666667,0,0.0774335881466417,1,0,1,0.133333333333333,0.727272727272727,0.0856039040260268,0.0483870967741935,0,0,1,"no"
"350",0.480519480519481,0.363636363636364,0.5,0.666666666666667,0,0.0790223884662176,1,0,1,0.133333333333333,0.727272727272727,0.0353802358682391,0.032258064516129,0,0,1,"no"
"352",0.350649350649351,0.0909090909090909,0.5,0.333333333333333,0,0.0734025747644036,1,0,1,0.133333333333333,0.727272727272727,0.164294428629524,0.0161290322580645,0,0,1,"no"
"353",0.207792207792208,0,0.5,0.333333333333333,0,0.077887531095092,1,0,1,0.133333333333333,0.727272727272727,0.0402602684017893,0.032258064516129,0,0,1,"no"
"355",0.532467532467532,1,0,1,0,0.0730484992646124,0,0,1,0.133333333333333,0.727272727272727,0.0705571370475803,0.032258064516129,0,0,1,"no"
"360",0.363636363636364,0,1,0.666666666666667,0,0.0762260999037641,1,0,1,0.133333333333333,0.727272727272727,0.0199267995119967,0.0161290322580645,0,0,1,"no"
"364",0.38961038961039,0,0.5,0.333333333333333,0,0.0739473063025439,1,1,1,0.166666666666667,0.727272727272727,0.077063847092314,0.0161290322580645,0,0,1,"no"
"371",0.207792207792208,0.636363636363636,0.5,0.333333333333333,0,0.0730031049697674,1,0,1,0.166666666666667,0.727272727272727,0.0699471329808865,0,0,0,1,"no"
"374",0.0909090909090909,0,1,0.333333333333333,0,0.0739109908666679,1,0,1,0.166666666666667,0.727272727272727,0.0581537210248068,0,0,0,1,"no"
"376",0.402597402597403,0.0909090909090909,1,0.333333333333333,0,0.074101646905017,1,0,1,0.166666666666667,0.727272727272727,0.0168767791785279,0,0,0,1,"no"
"383",0.285714285714286,0.363636363636364,0.5,0.333333333333333,0,0.149846567283424,0,0,1,0.166666666666667,0.727272727272727,0.0528670191134608,0.032258064516129,0,0,1,"no"
"385",0.25974025974026,0.0909090909090909,0.5,0.333333333333333,0,0.0729849472518294,1,0,1,0.166666666666667,0.727272727272727,0.0817405449369663,0,0,0,1,"no"
"397",0.285714285714286,0,1,0.333333333333333,0,0.0751911099812975,1,0,1,0.166666666666667,0.727272727272727,0.0469703131354209,0,0,0,1,"no"
"398",0.25974025974026,0,0.5,0.333333333333333,0,0.0728124489314183,0,0,1,0.166666666666667,0.727272727272727,0.0154534363562424,0,0,0,1,"no"
"399",0.207792207792208,0.0909090909090909,0.5,0.333333333333333,0,0.0753726871606776,0,1,1,0.166666666666667,0.727272727272727,0.0404636030906873,0,0,0,1,"no"
"401",0.311688311688312,0.272727272727273,0.5,0,0,0.0729577106749224,1,0,1,0.166666666666667,0.727272727272727,0.0252135014233428,0,0,0,1,"no"
"408",0.363636363636364,0.0909090909090909,0,0,0,0.0902983313057215,1,0,1,0.166666666666667,0.727272727272727,0.0490036600244002,0.032258064516129,0,0,1,"no"
"411",0.181818181818182,0.636363636363636,1,0.333333333333333,0,0.0764893868138652,1,0,1,0.166666666666667,0.727272727272727,0.0461569743798292,0,0,0,1,"no"
"416",0.207792207792208,0,0,0.333333333333333,0,0.0734116536233726,1,0,1,0.166666666666667,0.727272727272727,0.0183001220008133,0,0,0,1,"no"
"419",0.441558441558442,0.0909090909090909,0,0,0,0.0733027073157446,1,1,1,0.166666666666667,0.727272727272727,0.0378202521350142,0,0,0,1,"no"
"423",0.272727272727273,0,1,0.333333333333333,0,0.0738292811359468,1,0,1,0.166666666666667,0.727272727272727,0.0695404636030907,0,0,0,1,"no"
"425",0.25974025974026,0.818181818181818,1,0.666666666666667,0,0.0728850798031703,1,0,1,0.166666666666667,0.727272727272727,0.0376169174461163,0.032258064516129,0,0,1,"no"
"428",0.467532467532468,0.0909090909090909,0.5,0,0,0.0918871316252973,1,0,1,0.166666666666667,0.727272727272727,0.0154534363562424,0,0,0,1,"no"
"437",0.350649350649351,0.0909090909090909,0.5,0.333333333333333,0,0.0731574455722405,0,0,1,0.166666666666667,0.727272727272727,0.0490036600244002,0,0,0,1,"no"
"442",0.207792207792208,0.818181818181818,1,0.666666666666667,0,0.0750004539429485,1,0,1,0.166666666666667,0.727272727272727,0.0227734851565677,0,0,0,1,"no"
"444",0.0779220779220779,0.545454545454545,1,0.333333333333333,0,0.0728033700724493,1,0,1,0.166666666666667,0.727272727272727,0.0565270435136234,0,0,0,1,"no"
"445",0.207792207792208,0.818181818181818,0.5,0.333333333333333,0,0.076135311314074,1,0,1,0.166666666666667,0.727272727272727,0.0284668564457096,0,0,0,1,"no"
"446",0.428571428571429,0,0,0.333333333333333,0,0.0748733499173824,1,0,1,0.166666666666667,0.727272727272727,0.0276535176901179,0,0,0,1,"no"
"447",0.272727272727273,0.818181818181818,1,1,0,0.483603580701977,1,0,1,0.166666666666667,0.727272727272727,0.330012200081334,0,0,0,1,"yes"
"449",0.181818181818182,0.636363636363636,1,0.333333333333333,0,0.0756178163528408,1,0,1,0.166666666666667,0.727272727272727,0.0292801952013013,0,0,0,1,"no"
"451",0.415584415584416,0.818181818181818,0.5,0.333333333333333,0,0.0800392206707461,1,0,1,0.166666666666667,0.727272727272727,0.0719804798698658,0,0,0,1,"no"
"452",0.285714285714286,0.636363636363636,0.5,0.333333333333333,0,0.0734479690592486,0,0,1,0.166666666666667,0.727272727272727,0.0160634404229362,0,0,0,1,"no"
"456",0.337662337662338,0.0909090909090909,0.5,0.333333333333333,0,0.0752909774299566,1,1,1,0.166666666666667,0.727272727272727,0.0831638877592517,0,0,0,1,"no"
"458",0.246753246753247,0.818181818181818,0.5,0.333333333333333,0,0.0728124489314183,1,0,1,0.166666666666667,0.727272727272727,0.123627490849939,0,0,0,1,"yes"
"459",0.194805194805195,0.0909090909090909,1,0.333333333333333,1,0.072258638534309,0,0,1,0.166666666666667,0.727272727272727,0.049410329402196,0,0,0,1,"no"
"463",0.324675324675325,0.0909090909090909,0.5,0.333333333333333,0,0.0681822308572259,1,0,1,0.166666666666667,0.727272727272727,0.0252135014233428,0,0,0,1,"no"
"471",0.337662337662338,0.636363636363636,0,0.333333333333333,0,0.0766528062753073,1,0,1,0.166666666666667,0.727272727272727,0.005490036600244,0,0,0,1,"no"
"472",0.272727272727273,0.272727272727273,1,0,0,0.0737929657000708,1,0,1,0.166666666666667,0.727272727272727,0.14213094753965,0.032258064516129,0,0,1,"no"
"473",0.363636363636364,0.0909090909090909,0.5,1,0,0.0822816988360903,1,0,1,0.166666666666667,0.727272727272727,0.00874339162261082,0,0,0,1,"no"
"480",0.272727272727273,0.363636363636364,1,0.333333333333333,0,0.0898443883572713,1,0,1,0.166666666666667,0.727272727272727,0.0376169174461163,0,0,0,1,"no"
"483",0.298701298701299,0.818181818181818,0.5,0.333333333333333,0,0.079766854901676,1,1,1,0.166666666666667,0.727272727272727,0.0414802765351769,0,0,0,1,"no"
"490",0.285714285714286,0.0909090909090909,0.5,0,0,0.072204165380495,1,0,1,0.166666666666667,0.727272727272727,0.0585603904026027,0,0,0,1,"no"
"493",0.233766233766234,0.0909090909090909,0.5,0.333333333333333,0,0.0728033700724493,1,0,1,0.166666666666667,0.727272727272727,0.0685237901586011,0,0,0,1,"no"
"497",0.272727272727273,0.0909090909090909,0,0.333333333333333,0,0.0731846821491475,1,0,1,0.166666666666667,0.727272727272727,0.0459536396909313,0.0161290322580645,0,0,1,"no"
"505",0.298701298701299,0.0909090909090909,0.5,0.333333333333333,0,0.0813919706571278,1,0,1,0.166666666666667,0.727272727272727,0.0660837738918259,0,0,0,1,"no"
"511",0.519480519480519,0.454545454545455,0.5,0.333333333333333,0,0.12214696856899,1,0,1,0.166666666666667,0.727272727272727,0.0239934932899553,0,0,0,1,"no"
"516",0.402597402597403,0.181818181818182,0.5,0.333333333333333,0,0.0743195395202731,1,1,1,0.166666666666667,0.727272727272727,0.0402602684017893,0.032258064516129,0,0,1,"no"
"519",0.168831168831169,0.818181818181818,0.5,0.333333333333333,0,0.0729577106749224,1,1,1,0.166666666666667,0.727272727272727,0.0244001626677511,0,0,0,1,"no"
"520",0.207792207792208,0.0909090909090909,1,0.666666666666667,0,0.0819820964901131,1,0,1,0.166666666666667,0.727272727272727,0.0276535176901179,0,0,0,1,"no"
"524",0.142857142857143,0.363636363636364,1,0.666666666666667,0,0.0728033700724493,1,0,1,0.166666666666667,0.727272727272727,0.0429036193574624,0,0,0,1,"no"
"528",0.363636363636364,0.363636363636364,0.5,0.666666666666667,0,0.0769705663392225,1,0,1,0.166666666666667,0.727272727272727,0.0449369662464416,0,0,0,1,"no"
"538",0.350649350649351,0.0909090909090909,0.5,0,0,0.072204165380495,1,0,1,0.166666666666667,0.727272727272727,0.0534770231801545,0.0161290322580645,0,0,1,"no"
"541",0.363636363636364,0.0909090909090909,0.5,0.333333333333333,0,0.0734479690592486,1,0,1,0.166666666666667,0.727272727272727,0.0845872305815372,0,0,0,1,"no"
"546",0.233766233766234,0,0.5,0.333333333333333,0,0.0786047609536433,1,0,1,0.166666666666667,0.727272727272727,0.0388369255795039,0,0,0,1,"no"
"547",0.532467532467532,0.0909090909090909,0,1,0,0.0739291485846059,1,0,1,0.166666666666667,0.727272727272727,0.00528670191134608,0,0,0,1,"no"
"549",0.233766233766234,0.545454545454545,0.5,0.666666666666667,0,0.0737748079821328,1,0,1,0.166666666666667,0.727272727272727,0.0296868645790972,0,0,0,1,"no"
"551",0.311688311688312,0.636363636363636,0,0.333333333333333,0,0.0761807056089191,1,1,1,0.166666666666667,0.727272727272727,0.024603497356649,0.0161290322580645,0,0,1,"no"
"555",0.194805194805195,0.0909090909090909,0.5,0.333333333333333,0,0.0727125814827592,1,0,1,0.166666666666667,0.727272727272727,0.0250101667344449,0,0,0,1,"no"
"559",0.272727272727273,0.0909090909090909,0,1,0,0.0743467760971801,1,0,1,0.166666666666667,0.727272727272727,0.0544936966246442,0.0161290322580645,0,0,1,"no"
"564",0.376623376623377,0.818181818181818,0.5,0.333333333333333,0,0.0735569153668767,1,0,1,0.166666666666667,0.727272727272727,0.0363969093127288,0.0161290322580645,0,0,1,"no"
"573",0.298701298701299,0.0909090909090909,1,0,1,0.0715595663936956,1,1,1,0.166666666666667,0.727272727272727,0.038430256201708,0,0,0,1,"no"
"575",0.467532467532468,0.636363636363636,0.5,0.333333333333333,0,0.0745555898534672,0,0,1,0.166666666666667,0.727272727272727,0.0363969093127288,0,0,0,1,"no"
"576",0.558441558441558,0.454545454545455,0.5,0.333333333333333,0,0.0745737475714052,1,1,1,0.166666666666667,0.727272727272727,0.0363969093127288,0,0,0,1,"no"
"578",0.376623376623377,0.818181818181818,0.5,0.333333333333333,0,0.0729758683928604,1,0,1,0.166666666666667,0.727272727272727,0.0213501423342822,0.0161290322580645,0,0,1,"no"
"580",0.363636363636364,0.636363636363636,0.5,0.333333333333333,0,0.0747644036097543,1,0,1,0.166666666666667,0.727272727272727,0.106547376982513,0.0161290322580645,0,0,1,"no"
"586",0.220779220779221,0.0909090909090909,0.5,0,0,0.0728033700724493,1,0,1,0.166666666666667,0.727272727272727,0.0313135420902806,0.0161290322580645,0,0,1,"no"
"588",0.246753246753247,0.636363636363636,0.5,0.333333333333333,0,0.076053601583353,1,0,1,0.166666666666667,0.727272727272727,0.0793005286701911,0.032258064516129,0,0,1,"no"
